,loss,grad_norm,learning_rate,epoch,step,eval_loss,eval_accuracy,eval_f1,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
54,1.0222,5.8960347175598145,3.921600957545557e-05,0.6473203380722068,53000,,,,,,,,,,,
55,1.0092,4.35866641998291,3.901265328057062e-05,0.6595339293565881,54000,,,,,,,,,,,
56,0.9988,11.79786491394043,3.8809093425830935e-05,0.6717475206409693,55000,,,,,,,,,,,
57,0.9968,3.5123910903930664,3.860553357109125e-05,0.6839611119253506,56000,,,,,,,,,,,
58,1.0008,4.492177963256836,3.840197371635156e-05,0.6961747032097317,57000,,,,,,,,,,,
59,1.0053,3.5521984100341797,3.819841386161187e-05,0.708388294494113,58000,,,,,,,,,,,
60,0.9987,4.107573509216309,3.799505756672692e-05,0.7206018857784943,59000,,,,,,,,,,,
61,0.9869,4.2145891189575195,3.779170127184197e-05,0.7328154770628755,60000,,,,,,,,,,,
62,,,,0.7328154770628755,60000,0.9910435676574707,0.6482134146760375,0.56276671007612,216.6758,671.773,41.989,,,,,
63,0.9889,20.43465232849121,3.7588141417102285e-05,0.7450290683472568,61000,,,,,,,,,,,
64,0.9908,5.6164751052856445,3.73845815623626e-05,0.7572426596316381,62000,,,,,,,,,,,
65,1.0045,7.145139694213867,3.718122526747765e-05,0.7694562509160193,63000,,,,,,,,,,,
66,0.9901,4.659056663513184,3.697766541273796e-05,0.7816698422004006,64000,,,,,,,,,,,
67,0.9699,4.884212493896484,3.677410555799827e-05,0.7938834334847819,65000,,,,,,,,,,,
68,0.9845,13.24593734741211,3.657074926311333e-05,0.8060970247691631,66000,,,,,,,,,,,
69,0.9711,4.939079284667969,3.636718940837364e-05,0.8183106160535444,67000,,,,,,,,,,,
70,0.9827,3.4799511432647705,3.6163629553633955e-05,0.8305242073379256,68000,,,,,,,,,,,
71,0.984,7.002086162567139,3.596047681860375e-05,0.8427377986223069,69000,,,,,,,,,,,
72,0.9792,5.191565036773682,3.575691696386406e-05,0.8549513899066882,70000,,,,,,,,,,,
73,0.9747,4.572718143463135,3.5553357109124366e-05,0.8671649811910694,71000,,,,,,,,,,,
74,0.9717,3.8943305015563965,3.535000081423942e-05,0.8793785724754507,72000,,,,,,,,,,,
75,0.9825,4.885879993438721,3.5146440959499735e-05,0.891592163759832,73000,,,,,,,,,,,
76,0.9693,5.913646221160889,3.494288110476005e-05,0.9038057550442132,74000,,,,,,,,,,,
77,0.9793,5.941771507263184,3.4739321250020354e-05,0.9160193463285945,75000,,,,,,,,,,,
78,0.976,5.625810146331787,3.4535761395280666e-05,0.9282329376129758,76000,,,,,,,,,,,
79,0.9622,3.817953586578369,3.433240510039572e-05,0.940446528897357,77000,,,,,,,,,,,
80,0.9738,7.443394660949707,3.4128845245656035e-05,0.9526601201817383,78000,,,,,,,,,,,
81,0.9661,4.0349555015563965,3.392528539091635e-05,0.9648737114661194,79000,,,,,,,,,,,
82,0.9646,4.017520904541016,3.3721725536176654e-05,0.9770873027505007,80000,,,,,,,,,,,
83,,,,0.9770873027505007,80000,0.972228467464447,0.6573163777764037,0.5818577481457985,219.3098,663.705,41.485,,,,,
84,0.9778,5.87387228012085,3.351816568143697e-05,0.989300894034882,81000,,,,,,,,,,,
85,0.9403,5.663415431976318,3.331480938655202e-05,1.0015144853192632,82000,,,,,,,,,,,
86,0.8834,3.629094123840332,3.3111249531812336e-05,1.0137280766036445,83000,,,,,,,,,,,
87,0.9005,4.884721755981445,3.290809679678213e-05,1.0259416678880258,84000,,,,,,,,,,,
88,0.889,5.99758768081665,3.270453694204244e-05,1.038155259172407,85000,,,,,,,,,,,
89,0.8914,6.41614294052124,3.2500977087302754e-05,1.0503688504567883,86000,,,,,,,,,,,
90,0.895,5.018092632293701,3.229741723256307e-05,1.0625824417411696,87000,,,,,,,,,,,
91,0.8954,4.766012668609619,3.209385737782338e-05,1.0747960330255508,88000,,,,,,,,,,,
92,0.8964,6.380612850189209,3.189050108293843e-05,1.087009624309932,89000,,,,,,,,,,,
93,0.8867,3.0535078048706055,3.168694122819874e-05,1.0992232155943134,90000,,,,,,,,,,,
94,0.8961,6.823140621185303,3.1483381373459055e-05,1.1114368068786946,91000,,,,,,,,,,,
95,0.8968,4.703116416931152,3.128022863842885e-05,1.1236503981630759,92000,,,,,,,,,,,
96,0.8992,7.277342796325684,3.107666878368915e-05,1.1358639894474571,93000,,,,,,,,,,,
97,0.8805,2.3998212814331055,3.0873108928949466e-05,1.1480775807318384,94000,,,,,,,,,,,
98,0.8926,4.762160778045654,3.066975263406452e-05,1.1602911720162197,95000,,,,,,,,,,,
99,0.8876,5.372261047363281,3.046619277932483e-05,1.172504763300601,96000,,,,,,,,,,,
100,0.8903,6.924113750457764,3.026263292458515e-05,1.1847183545849822,97000,,,,,,,,,,,
101,0.8842,5.136773586273193,3.005907306984546e-05,1.1969319458693635,98000,,,,,,,,,,,
102,0.8907,4.017529010772705,2.9855513215105773e-05,1.2091455371537447,99000,,,,,,,,,,,
103,0.873,3.612865686416626,2.9651953360366086e-05,1.221359128438126,100000,,,,,,,,,,,
104,,,,1.221359128438126,100000,0.991957426071167,0.6601949751643686,0.584421267643332,217.103,670.451,41.906,,,,,
105,0.8941,3.8567440509796143,2.944859706548114e-05,1.2335727197225073,101000,,,,,,,,,,,
106,0.882,6.211373805999756,2.9245037210741448e-05,1.2457863110068885,102000,,,,,,,,,,,
107,0.8752,7.290678024291992,2.90416809158565e-05,1.2579999022912698,103000,,,,,,,,,,,
108,0.8806,5.0757269859313965,2.8838121061116814e-05,1.270213493575651,104000,,,,,,,,,,,
109,0.8681,6.6474833488464355,2.8634764766231863e-05,1.2824270848600323,105000,,,,,,,,,,,
110,0.8731,4.752256393432617,2.8431204911492176e-05,1.2946406761444136,106000,,,,,,,,,,,
111,0.8816,6.573642253875732,2.822764505675249e-05,1.3068542674287946,107000,,,,,,,,,,,
112,0.8771,5.573869705200195,2.802428876186754e-05,1.3190678587131761,108000,,,,,,,,,,,
113,0.8774,5.653652667999268,2.782113602683733e-05,1.3312814499975572,109000,,,,,,,,,,,
114,0.8732,4.620411396026611,2.7617576172097643e-05,1.3434950412819386,110000,,,,,,,,,,,
115,0.8794,6.334234714508057,2.7414016317357956e-05,1.3557086325663197,111000,,,,,,,,,,,
116,0.8911,5.523786544799805,2.7210456462618272e-05,1.3679222238507012,112000,,,,,,,,,,,
117,0.8768,3.0166831016540527,2.7006896607878585e-05,1.3801358151350822,113000,,,,,,,,,,,
118,0.8835,6.406494617462158,2.6803336753138898e-05,1.3923494064194637,114000,,,,,,,,,,,
119,0.8638,4.392238616943359,2.6599980458253947e-05,1.4045629977038447,115000,,,,,,,,,,,
120,0.8684,3.446895122528076,2.639642060351426e-05,1.4167765889882262,116000,,,,,,,,,,,
121,0.8839,4.870459079742432,2.6193064308629312e-05,1.4289901802726073,117000,,,,,,,,,,,
122,0.871,8.241448402404785,2.5989504453889625e-05,1.4412037715569888,118000,,,,,,,,,,,
123,0.8976,6.743932723999023,2.5785944599149935e-05,1.4534173628413698,119000,,,,,,,,,,,
124,0.8776,3.241154670715332,2.5582384744410247e-05,1.465630954125751,120000,,,,,,,,,,,
125,,,,1.465630954125751,120000,0.9438086152076721,0.6697101479145626,0.5927680089899408,216.1239,673.489,42.096,,,,,
126,0.871,5.267193794250488,2.53790284495253e-05,1.4778445454101323,121000,,,,,,,,,,,
127,0.8708,6.225940227508545,2.5175468594785613e-05,1.4900581366945136,122000,,,,,,,,,,,
128,0.8822,3.771589517593384,2.4972112299900662e-05,1.5022717279788949,123000,,,,,,,,,,,
129,0.8586,5.88685941696167,2.4768552445160975e-05,1.5144853192632761,124000,,,,,,,,,,,
130,0.8725,7.993122100830078,2.4564992590421288e-05,1.5266989105476574,125000,,,,,,,,,,,
131,0.8713,5.709396839141846,2.43614327356816e-05,1.5389125018320386,126000,,,,,,,,,,,
132,0.8629,4.167028427124023,2.4158076440796653e-05,1.55112609311642,127000,,,,,,,,,,,
133,0.8667,5.711241245269775,2.3954516586056966e-05,1.5633396844008012,128000,,,,,,,,,,,
134,0.8853,5.052351474761963,2.375116029117202e-05,1.5755532756851824,129000,,,,,,,,,,,
135,0.8599,5.9848785400390625,2.3547600436432328e-05,1.5877668669695637,130000,,,,,,,,,,,
136,0.8749,4.011899948120117,2.334424414154738e-05,1.599980458253945,131000,,,,,,,,,,,
137,0.8667,10.08481216430664,2.3140684286807694e-05,1.6121940495383262,132000,,,,,,,,,,,
138,0.8565,4.7101149559021,2.2937124432068006e-05,1.6244076408227075,133000,,,,,,,,,,,
139,0.8628,9.49638557434082,2.2733564577328316e-05,1.6366212321070888,134000,,,,,,,,,,,
140,0.8741,2.992342472076416,2.2530004722588632e-05,1.64883482339147,135000,,,,,,,,,,,
141,0.8651,6.151003360748291,2.2326444867848945e-05,1.6610484146758513,136000,,,,,,,,,,,
142,0.8691,5.5867018699646,2.2122885013109258e-05,1.6732620059602326,137000,,,,,,,,,,,
143,0.8588,4.963695526123047,2.1919732278079047e-05,1.6854755972446138,138000,,,,,,,,,,,
144,0.8722,8.440590858459473,2.171617242333936e-05,1.697689188528995,139000,,,,,,,,,,,
145,0.8645,5.846860885620117,2.1512816128454412e-05,1.7099027798133764,140000,,,,,,,,,,,
146,,,,1.7099027798133764,140000,0.9355281591415405,0.673571178301284,0.5939600251516444,219.828,662.14,41.387,,,,,
147,0.8581,4.561208248138428,2.130925627371472e-05,1.7221163710977576,141000,,,,,,,,,,,
148,0.8755,6.08076810836792,2.1105696418975038e-05,1.7343299623821389,142000,,,,,,,,,,,
149,0.8455,5.894853115081787,2.090213656423535e-05,1.7465435536665201,143000,,,,,,,,,,,
150,0.8744,6.469985008239746,2.06987802693504e-05,1.7587571449509014,144000,,,,,,,,,,,
151,0.8536,3.8086845874786377,2.0495220414610713e-05,1.7709707362352827,145000,,,,,,,,,,,
152,0.8666,6.302602767944336,2.0291864119725765e-05,1.783184327519664,146000,,,,,,,,,,,
153,0.8543,4.750784873962402,2.0088304264986078e-05,1.7953979188040452,147000,,,,,,,,,,,
154,0.8571,6.304764270782471,1.9884947970101127e-05,1.8076115100884262,148000,,,,,,,,,,,
155,0.8494,3.392910957336426,1.968138811536144e-05,1.8198251013728077,149000,,,,,,,,,,,
156,0.8652,6.54791259765625,1.9478031820476493e-05,1.8320386926571888,150000,,,,,,,,,,,
157,0.8561,5.366179466247559,1.9274675525591545e-05,1.8442522839415703,151000,,,,,,,,,,,
158,0.86,6.072244644165039,1.9071115670851858e-05,1.8564658752259513,152000,,,,,,,,,,,
159,0.8722,3.7279534339904785,1.886755581611217e-05,1.8686794665103328,153000,,,,,,,,,,,
160,0.8716,4.48211145401001,1.8663995961372484e-05,1.8808930577947138,154000,,,,,,,,,,,
161,0.8569,5.199892044067383,1.8460436106632794e-05,1.8931066490790953,155000,,,,,,,,,,,
162,0.8562,10.399803161621094,1.8256876251893106e-05,1.9053202403634764,156000,,,,,,,,,,,
163,0.8499,5.037421226501465,1.805331639715342e-05,1.9175338316478578,157000,,,,,,,,,,,
164,0.858,10.106842041015625,1.7849756542413732e-05,1.9297474229322389,158000,,,,,,,,,,,
165,0.8589,5.289215087890625,1.7646400247528785e-05,1.9419610142166204,159000,,,,,,,,,,,
166,0.8476,7.763780117034912,1.7442840392789098e-05,1.9541746055010014,160000,,,,,,,,,,,
167,,,,1.9541746055010014,160000,0.926791787147522,0.6775490014221233,0.6010613843934433,222.0555,655.498,40.972,,,,,
168,0.8431,7.430524826049805,1.723948409790415e-05,1.966388196785383,161000,,,,,,,,,,,
169,0.846,5.105611801147461,1.70361278030192e-05,1.978601788069764,162000,,,,,,,,,,,
170,0.8503,5.2916789054870605,1.6832567948279512e-05,1.9908153793541454,163000,,,,,,,,,,,
171,0.8412,6.032210826873779,1.6629008093539825e-05,2.0030289706385265,164000,,,,,,,,,,,
172,0.7488,6.911952972412109,1.6425448238800138e-05,2.015242561922908,165000,,,,,,,,,,,
173,0.7419,4.591728210449219,1.622209194391519e-05,2.027456153207289,166000,,,,,,,,,,,
174,0.7368,4.150516510009766,1.6018532089175503e-05,2.0396697444916705,167000,,,,,,,,,,,
175,0.7445,7.7144622802734375,1.5815175794290556e-05,2.0518833357760515,168000,,,,,,,,,,,
176,0.7464,6.374277591705322,1.5611819499405605e-05,2.064096927060433,169000,,,,,,,,,,,
177,0.7473,5.129077911376953,1.5408259644665918e-05,2.076310518344814,170000,,,,,,,,,,,
178,0.7446,2.4236490726470947,1.520469978992623e-05,2.0885241096291955,171000,,,,,,,,,,,
179,0.752,5.774680137634277,1.5001139935186542e-05,2.1007377009135766,172000,,,,,,,,,,,
180,0.7392,7.799707412719727,1.4797580080446855e-05,2.112951292197958,173000,,,,,,,,,,,
181,0.7521,7.365544319152832,1.4594223785561909e-05,2.125164883482339,174000,,,,,,,,,,,
182,0.7347,7.025518894195557,1.439066393082222e-05,2.1373784747667206,175000,,,,,,,,,,,
183,0.7453,7.446221351623535,1.4187307635937271e-05,2.1495920660511016,176000,,,,,,,,,,,
184,0.7475,9.73007583618164,1.3983747781197584e-05,2.161805657335483,177000,,,,,,,,,,,
185,0.7568,5.545704364776611,1.3780391486312635e-05,2.174019248619864,178000,,,,,,,,,,,
186,0.7227,6.5264811515808105,1.3577035191427689e-05,2.186232839904245,179000,,,,,,,,,,,
187,0.7407,9.264737129211426,1.3373475336688002e-05,2.1984464311886267,180000,,,,,,,,,,,
188,,,,2.1984464311886267,180000,0.9713758826255798,0.6775490014221233,0.6024663990636142,219.8663,662.025,41.38,,,,,
189,0.7409,7.08137321472168,1.3169915481948313e-05,2.210660022473008,181000,,,,,,,,,,,
190,0.7426,4.770610809326172,1.2966355627208626e-05,2.2228736137573892,182000,,,,,,,,,,,
191,0.7171,6.534501075744629,1.2763202892178416e-05,2.2350872050417703,183000,,,,,,,,,,,
192,0.741,5.359359264373779,1.255964303743873e-05,2.2473007963261518,184000,,,,,,,,,,,
193,0.7309,5.5939249992370605,1.235608318269904e-05,2.2595143876105332,185000,,,,,,,,,,,
194,0.7235,5.530747890472412,1.2152523327959353e-05,2.2717279788949143,186000,,,,,,,,,,,
195,0.7359,7.7255120277404785,1.1948963473219666e-05,2.2839415701792953,187000,,,,,,,,,,,
196,0.7495,8.985607147216797,1.1745607178334717e-05,2.296155161463677,188000,,,,,,,,,,,
197,0.7552,5.213749885559082,1.1542250883449771e-05,2.308368752748058,189000,,,,,,,,,,,
198,0.7433,6.734975814819336,1.1338691028710083e-05,2.3205823440324393,190000,,,,,,,,,,,
199,0.7434,7.0448713302612305,1.1135131173970395e-05,2.3327959353168204,191000,,,,,,,,,,,
200,0.7239,6.34753942489624,1.0931571319230707e-05,2.345009526601202,192000,,,,,,,,,,,
201,0.7336,6.410701274871826,1.072801146449102e-05,2.357223117885583,193000,,,,,,,,,,,
202,0.737,5.521476745605469,1.0524451609751333e-05,2.3694367091699644,194000,,,,,,,,,,,
203,0.739,4.223142623901367,1.0321095314866385e-05,2.3816503004543454,195000,,,,,,,,,,,
204,0.7247,4.685876369476318,1.0117535460126696e-05,2.393863891738727,196000,,,,,,,,,,,
205,0.7254,7.648870944976807,9.914179165241749e-06,2.406077483023108,197000,,,,,,,,,,,
206,0.7322,4.447924613952637,9.71061931050206e-06,2.4182910743074895,198000,,,,,,,,,,,
207,0.7295,6.680750846862793,9.507059455762373e-06,2.4305046655918705,199000,,,,,,,,,,,
208,0.7232,7.092535495758057,9.303703160877425e-06,2.442718256876252,200000,,,,,,,,,,,
209,,,,2.442718256876252,200000,0.9565193057060242,0.6808329382990855,0.607005135977174,212.3827,685.353,42.838,,,,,
210,0.7356,9.466818809509277,9.100346865992476e-06,2.454931848160633,201000,,,,,,,,,,,
211,0.7331,6.428208827972412,8.896787011252789e-06,2.4671454394450145,202000,,,,,,,,,,,
212,0.7278,6.039649486541748,8.693227156513102e-06,2.4793590307293956,203000,,,,,,,,,,,
213,0.7296,6.03110408782959,8.489667301773415e-06,2.491572622013777,204000,,,,,,,,,,,
214,0.7177,10.085260391235352,8.286107447033726e-06,2.503786213298158,205000,,,,,,,,,,,
215,0.7435,9.945457458496094,8.082751152148779e-06,2.5159998045825396,206000,,,,,,,,,,,
216,0.7425,9.712273597717285,7.87919129740909e-06,2.5282133958669206,207000,,,,,,,,,,,
217,0.7265,5.729632377624512,7.676242122233621e-06,2.540426987151302,208000,,,,,,,,,,,
218,0.7312,8.779973983764648,7.472682267493934e-06,2.552640578435683,209000,,,,,,,,,,,
219,0.7335,4.71652889251709,7.269122412754246e-06,2.5648541697200646,210000,,,,,,,,,,,
220,0.7416,8.08138656616211,7.065766117869299e-06,2.5770677610044457,211000,,,,,,,,,,,
221,0.7272,3.363471031188965,6.862206263129611e-06,2.589281352288827,212000,,,,,,,,,,,
222,0.7338,6.986361980438232,6.658646408389924e-06,2.601494943573208,213000,,,,,,,,,,,
223,0.7204,4.834791660308838,6.455086553650236e-06,2.6137085348575892,214000,,,,,,,,,,,
224,0.7315,6.375996112823486,6.251526698910548e-06,2.6259221261419707,215000,,,,,,,,,,,
225,0.7344,8.392536163330078,6.04796684417086e-06,2.6381357174263522,216000,,,,,,,,,,,
226,0.7191,9.47313404083252,5.844406989431173e-06,2.6503493087107333,217000,,,,,,,,,,,
227,0.7253,6.691766738891602,5.641050694546225e-06,2.6625628999951143,218000,,,,,,,,,,,
228,0.7236,9.253661155700684,5.437694399661276e-06,2.674776491279496,219000,,,,,,,,,,,
229,0.7311,8.988309860229492,5.234338104776329e-06,2.6869900825638773,220000,,,,,,,,,,,
230,,,,2.6869900825638773,220000,0.9568923115730286,0.6812520181097439,0.6078185690872904,222.2317,654.979,40.939,,,,,
231,0.7204,9.811090469360352,5.030778250036642e-06,2.6992036738482583,221000,,,,,,,,,,,
232,0.7101,6.075231075286865,4.827218395296954e-06,2.7114172651326394,222000,,,,,,,,,,,
233,0.7316,5.204355239868164,4.623658540557266e-06,2.723630856417021,223000,,,,,,,,,,,
234,0.7359,6.289597511291504,4.420098685817578e-06,2.7358444477014023,224000,,,,,,,,,,,
235,0.7162,6.2124247550964355,4.21653883107789e-06,2.7480580389857834,225000,,,,,,,,,,,
236,0.731,5.113409042358398,4.013182536192942e-06,2.7602716302701644,226000,,,,,,,,,,,
237,0.7189,5.878944396972656,3.8096226814532545e-06,2.772485221554546,227000,,,,,,,,,,,
238,0.7253,5.192373752593994,3.6060628267135665e-06,2.7846988128389274,228000,,,,,,,,,,,
239,0.7355,7.192778587341309,3.4027065318286194e-06,2.7969124041233084,229000,,,,,,,,,,,
240,0.7203,11.635403633117676,3.1991466770889315e-06,2.8091259954076895,230000,,,,,,,,,,,
241,0.7118,6.248943328857422,2.9957903822039836e-06,2.821339586692071,231000,,,,,,,,,,,
242,0.704,4.388621807098389,2.792434087319035e-06,2.8335531779764525,232000,,,,,,,,,,,
243,0.7247,6.420957565307617,2.5888742325793477e-06,2.8457667692608335,233000,,,,,,,,,,,
244,0.7149,5.060434341430664,2.38531437783966e-06,2.8579803605452145,234000,,,,,,,,,,,
245,0.7184,2.578857660293579,2.1817545230999727e-06,2.870193951829596,235000,,,,,,,,,,,
246,0.7154,5.781222820281982,1.9781946683602847e-06,2.8824075431139775,236000,,,,,,,,,,,
247,0.7272,8.621907234191895,1.774634813620597e-06,2.8946211343983586,237000,,,,,,,,,,,
248,0.727,4.503438472747803,1.5712785187356493e-06,2.9068347256827396,238000,,,,,,,,,,,
249,0.722,13.404948234558105,1.3679222238507011e-06,2.919048316967121,239000,,,,,,,,,,,
250,0.721,7.617877006530762,1.1643623691110134e-06,2.931261908251502,240000,,,,,,,,,,,
251,,,,2.931261908251502,240000,0.9398888945579529,0.682907726869886,0.6101673862422561,219.4075,663.409,41.466,,,,,
252,0.7048,10.078939437866211,9.608025143713259e-07,2.9434754995358836,241000,,,,,,,,,,,
253,0.7287,6.585293769836426,7.574462194863777e-07,2.9556890908202647,242000,,,,,,,,,,,
254,0.7241,7.360511779785156,5.538863647466901e-07,2.967902682104646,243000,,,,,,,,,,,
255,0.7284,5.2119951248168945,3.5032651000700245e-07,2.980116273389027,244000,,,,,,,,,,,
256,0.7101,8.453980445861816,1.467666552673148e-07,2.9923298646734087,245000,,,,,,,,,,,
257,,,,3.0,245628,,,,,,,25962.9307,151.37,9.461,9.2211397793124e+16,0.8895862270042567
